postalCode,City,State,Region,NeighborhoodType,Diversity,Politics,ageTwentyTwoToThirtyFour,ageThirtyFiveToFiftyFour,ageFiftyFiveToSeventyFour,twoByThreeToFourByFiveBed,twoByThreeBed,fourByFiveBed,bestSchool
92106,"San Diego, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,26%,21%,$1.32m - $2.34m,"$1,317,852 ","$2,337,354 ",
92107,"San Diego, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Liberal,30%,28%,19%,$1.27m - $2.29m,"$1,267,399 ","$2,288,685 ",Yes
92108,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,41%,24%,15%,$726k - $816k,"$725,716 ","$816,180 ",
92109,"San Diego, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Liberal,44%,22%,14%,$1.26m - $2.26m,"$1,256,137 ","$2,262,456 ",
92110,"San Diego, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,23%,24%,18%,$891k - $1.55m,"$890,907 ","$1,545,404 ",
92111,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,23%,27%,18%,$748k - $1.03m,"$747,973 ","$1,027,333 ",
92113,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,25%,23%,12%,$574k - $702k,"$574,133 ","$701,887 ",
92114,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,21%,24%,21%,$622k - $721k,"$621,715 ","$720,693 ",
92115,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,25%,20%,14%,$724k - $957k,"$723,699 ","$956,926 ",
92116,"San Diego, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,32%,31%,19%,$964k - $1.58m,"$964,146 ","$1,581,928 ",
92117,"San Diego, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,22%,27%,21%,$804k - $1.20m,"$804,378 ","$1,202,683 ",
92118,"Coronado, CA",California,California,Suburban Yards,Not Very Diverse,Liberal,17%,23%,26%,$2.14m - $3.51m,"$2,142,688 ","$3,505,203 ",Yes
92119,"San Diego, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,25%,25%,$645k - $998k,"$645,188 ","$998,178 ",
92120,"San Diego, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,19%,27%,21%,$725k - $1.16m,"$724,794 ","$1,161,010 ",Yes
92122,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,37%,20%,13%,$859k - $1.45m,"$859,013 ","$1,452,769 ",
92123,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,30%,25%,15%,$736k - $974k,"$736,106 ","$973,869 ",
92124,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,23%,24%,17%,$769k - $1.11m,"$769,023 ","$1,107,036 ",
92126,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,26%,26%,19%,$703k - $972k,"$702,962 ","$972,317 ",Yes
92127,"San Diego, CA",California,California,Suburban Yards,Diverse,Liberal,13%,34%,13%,$791k - $1.64m,"$790,719 ","$1,642,349 ",Yes
92128,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,17%,26%,26%,$798k - $1.27m,"$798,112 ","$1,272,834 ",Yes
92129,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,15%,30%,21%,$751k - $1.30m,"$751,278 ","$1,296,643 ",Yes
92130,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,13%,35%,17%,$988k - $1.97m,"$987,837 ","$1,966,833 ",Yes
92131,"San Diego, CA",California,California,Suburban Yards,Diverse,Liberal,15%,31%,21%,$822k - $1.48m,"$822,143 ","$1,482,487 ",
92139,"San Diego, CA",California,California,Small Lawn Neighborhoods,Diverse,Liberal,21%,24%,20%,$537k - $742k,"$536,531 ","$741,846 ",
92154,"San Diego, CA",California,California,Suburban Yards,Diverse,Liberal,20%,27%,19%,$562k - $758k,"$562,429 ","$757,844 ",
92173,"San Ysidro, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Liberal,21%,23%,16%,$487k - $708k,"$486,506 ","$707,521 ",
92201,"Indio, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,18%,26%,21%,$364k - $487k,"$363,860 ","$486,859 ",
92203,"Indio, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,14%,25%,26%,$451k - $520k,"$450,638 ","$519,755 ",
92210,"Indian Wells, CA",California,California,Suburban Yards,Not Very Diverse,Moderate,7%,9%,47%,$735k - $2.54m,"$734,823 ","$2,539,521 ",
92211,"Palm Desert, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,10%,15%,37%,$462k - $779k,"$461,694 ","$779,360 ",
92234,"Cathedral City, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,17%,26%,21%,$381k - $569k,"$381,256 ","$568,694 ",
92236,"Coachella, CA",California,California,Suburban Yards,Diverse,Moderate,22%,31%,14%,$300k - $399k,"$300,075 ","$398,597 ",
92253,"La Quinta, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,11%,24%,30%,$522k - $1.20m,"$521,547 ","$1,201,045 ",
92260,"Palm Desert, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,14%,20%,30%,$477k - $1.23m,"$476,713 ","$1,228,681 ",
92262,"Palm Springs, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,11%,25%,33%,$603k - $1.55m,"$603,164 ","$1,552,812 ",
92264,"Palm Springs, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,8%,23%,41%,$581k - $1.72m,"$580,653 ","$1,716,853 ",
92270,"Rancho Mirage, CA",California,California,Suburban Yards,Not Very Diverse,Moderate,5%,17%,42%,$568k - $1.45m,"$567,654 ","$1,452,295 ",
92276,"Thousand Palms, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,17%,17%,26%,$296k - $500k,"$296,480 ","$500,282 ",
92313,"Grand Terrace, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,26%,21%,$424k - $573k,"$423,935 ","$572,637 ",
92316,"Bloomington, CA",California,California,Suburban Yards,Diverse,Moderate,22%,26%,16%,$444k - $573k,"$443,582 ","$573,287 ",
92320,"Calimesa, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,14%,24%,26%,$436k - $564k,"$435,818 ","$564,211 ",
92324,"Colton, CA",California,California,Suburban Yards,Diverse,Moderate,23%,24%,15%,$403k - $554k,"$402,940 ","$554,241 ",
92335,"Fontana, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,26%,13%,$454k - $561k,"$453,501 ","$560,860 ",
92336,"Fontana, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,29%,14%,$502k - $689k,"$502,456 ","$688,762 ",
92337,"Fontana, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,28%,13%,$498k - $586k,"$497,751 ","$585,502 ",
92344,"Hesperia, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,17%,26%,22%,$357k - $459k,"$356,711 ","$458,669 ",
92345,"Hesperia, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,17%,23%,18%,$328k - $465k,"$327,519 ","$464,669 ",
92346,"Highland, CA",California,California,Suburban Yards,Diverse,Moderate,19%,27%,19%,$382k - $615k,"$381,934 ","$615,161 ",
92354,"Loma Linda, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,24%,20%,$467k - $687k,"$467,187 ","$686,838 ",
92358,"Lytle Creek, CA",California,California,Suburban Yards,Not Very Diverse,Moderate,12%,30%,42%,$426k - $621k,"$426,306 ","$620,764 ",
92359,"Mentone, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,19%,29%,18%,$411k - $591k,"$411,176 ","$591,109 ",
92373,"Redlands, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,20%,22%,24%,$570k - $967k,"$570,032 ","$967,493 ",
92374,"Redlands, CA",California,California,Suburban Yards,Diverse,Moderate,18%,24%,19%,$442k - $657k,"$441,703 ","$656,621 ",
92376,"Rialto, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,24%,14%,$436k - $531k,"$435,595 ","$531,266 ",
92377,"Rialto, CA",California,California,Suburban Yards,Diverse,Moderate,23%,24%,18%,$502k - $592k,"$501,991 ","$592,347 ",
92392,"Victorville, CA",California,California,Suburban Yards,Diverse,Moderate,19%,25%,15%,$315k - $417k,"$315,428 ","$417,044 ",
92394,"Victorville, CA",California,California,Suburban Yards,Diverse,Moderate,22%,27%,11%,$304k - $403k,"$303,678 ","$403,142 ",
92395,"Victorville, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,17%,25%,17%,$308k - $403k,"$308,081 ","$402,874 ",
92399,"Yucaipa, CA",California,California,Suburban Yards,Not Very Diverse,Moderate,18%,24%,23%,$447k - $672k,"$447,283 ","$672,280 ",
92404,"San Bernardino, CA",California,California,Suburban Yards,Diverse,Moderate,21%,23%,14%,$388k - $501k,"$387,895 ","$501,056 ",
92405,"San Bernardino, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,19%,25%,16%,$390k - $484k,"$390,320 ","$484,096 ",
92407,"San Bernardino, CA",California,California,Suburban Yards,Diverse,Moderate,22%,24%,14%,$408k - $601k,"$407,787 ","$601,027 ",
92408,"San Bernardino, CA",California,California,Suburban Yards,Diverse,Moderate,24%,24%,16%,$378k - $527k,"$378,344 ","$526,952 ",
92410,"San Bernardino, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,21%,14%,$365k - $462k,"$364,824 ","$462,448 ",
92411,"San Bernardino, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,22%,15%,$362k - $442k,"$361,987 ","$441,729 ",
92501,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,25%,26%,15%,$473k - $593k,"$473,263 ","$592,942 ",
92503,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,26%,17%,$484k - $727k,"$484,098 ","$726,701 ",
92504,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,24%,18%,$494k - $785k,"$494,106 ","$785,044 ",
92505,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,23%,26%,15%,$490k - $667k,"$489,931 ","$666,650 ",
92506,"Riverside, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,19%,26%,23%,$535k - $810k,"$535,109 ","$810,119 ",
92507,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,28%,18%,13%,$454k - $635k,"$454,015 ","$635,336 ",
92508,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,19%,29%,15%,$474k - $715k,"$473,541 ","$715,395 ",Yes
92509,"Riverside, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,25%,16%,$486k - $645k,"$485,924 ","$645,454 ",
92530,"Lake Elsinore, CA",California,California,Suburban Yards,Diverse,Moderate,21%,25%,15%,$412k - $569k,"$412,278 ","$569,456 ",
92532,"Lake Elsinore, CA",California,California,Suburban Yards,Diverse,Moderate,18%,27%,16%,$444k - $589k,"$443,759 ","$588,950 ",
92543,"Hemet, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,16%,20%,20%,$312k - $444k,"$311,578 ","$444,465 ",
92545,"Hemet, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,15%,20%,25%,$347k - $458k,"$346,566 ","$458,124 ",
92548,"Homeland, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,13%,27%,17%,$343k - $518k,"$343,156 ","$517,623 ",
92551,"Moreno Valley, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,27%,13%,$397k - $512k,"$397,137 ","$511,650 ",
92553,"Moreno Valley, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,25%,13%,$402k - $484k,"$401,658 ","$484,470 ",
92555,"Moreno Valley, CA",California,California,Suburban Yards,Diverse,Moderate,21%,27%,16%,$441k - $568k,"$441,442 ","$567,762 ",
92557,"Moreno Valley, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,24%,18%,$426k - $548k,"$425,585 ","$547,994 ",
92562,"Murrieta, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,16%,26%,19%,$495k - $699k,"$495,436 ","$698,671 ",
92567,"Nuevo, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,20%,22%,17%,$413k - $578k,"$412,713 ","$578,433 ",
92570,"Perris, CA",California,California,Suburban Yards,Diverse,Moderate,19%,25%,15%,$384k - $636k,"$384,174 ","$635,861 ",
92571,"Perris, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,26%,12%,$395k - $503k,"$395,206 ","$502,906 ",
92582,"San Jacinto, CA",California,California,Suburban Yards,Diverse,Moderate,19%,29%,12%,$362k - $476k,"$361,823 ","$476,473 ",
92583,"San Jacinto, CA",California,California,Suburban Yards,Diverse,Moderate,16%,26%,21%,$326k - $449k,"$325,943 ","$449,479 ",
92584,"Menifee, CA",California,California,Suburban Yards,Diverse,Moderate,20%,26%,16%,$498k - $599k,"$498,347 ","$598,558 ",
92586,"Sun City, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,10%,16%,34%,$375k - $537k,"$374,632 ","$537,428 ",
92587,"Sun City, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,17%,26%,22%,$450k - $716k,"$449,778 ","$716,329 ",
92595,"Wildomar, CA",California,California,Suburban Yards,Diverse,Moderate,19%,25%,20%,$450k - $621k,"$449,584 ","$621,051 ",
92596,"Winchester, CA",California,California,Suburban Yards,Diverse,Moderate,15%,29%,15%,$463k - $640k,"$462,686 ","$640,343 ",
92602,"Irvine, CA",California,California,Suburban Yards,Diverse,Moderate,13%,38%,12%,$897k - $1.83m,"$896,655 ","$1,831,633 ",Yes
92603,"Irvine, CA",California,California,Suburban Yards,Diverse,Moderate,13%,30%,24%,$1.05m - $2.71m,"$1,052,785 ","$2,707,570 ",Yes
92604,"Irvine, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,17%,28%,21%,$827k - $1.34m,"$826,920 ","$1,341,485 ",
92606,"Irvine, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,31%,15%,$817k - $1.34m,"$817,411 ","$1,340,904 ",
92610,"Foothill Ranch, CA",California,California,Suburban Yards,Diverse,Moderate,17%,36%,15%,$756k - $1.19m,"$756,066 ","$1,186,367 ",
92612,"Irvine, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,27%,22%,14%,$905k - $1.42m,"$904,910 ","$1,417,015 ",Yes
92614,"Irvine, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,29%,19%,$810k - $1.35m,"$809,654 ","$1,351,793 ",
92617,"Irvine, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,27%,9%,4%,$998k - $1.16m,"$998,394 ","$1,157,206 ",Yes
92618,"Irvine, CA",California,California,Suburban Yards,Diverse,Moderate,27%,32%,13%,$876k - $2.02m,"$876,167 ","$2,020,878 ",Yes
92620,"Irvine, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,15%,34%,18%,$907k - $1.60m,"$907,054 ","$1,596,179 ",Yes
92624,"Capistrano Beach, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,14%,26%,34%,$1.16m - $2.10m,"$1,159,019 ","$2,100,863 ",
92625,"Corona Del Mar, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,7%,24%,36%,$2.80m - $5.00m,"$2,795,080 ","$5,003,379 ",Yes
92626,"Costa Mesa, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,26%,27%,18%,$845k - $1.25m,"$844,661 ","$1,253,526 ",
92627,"Costa Mesa, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,24%,29%,16%,$984k - $1.63m,"$984,011 ","$1,634,340 ",
92629,"Dana Point, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,13%,27%,30%,$1.19m - $2.30m,"$1,194,454 ","$2,298,438 ",
92630,"Lake Forest, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,27%,23%,$715k - $1.15m,"$714,997 ","$1,153,978 ",
92637,"Laguna Woods, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,0%,2%,46%,$553k - $852k,"$553,177 ","$851,730 ",
92646,"Huntington Beach, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,15%,28%,26%,$877k - $1.36m,"$877,233 ","$1,357,286 ",Yes
92647,"Huntington Beach, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,19%,28%,17%,$759k - $1.13m,"$759,470 ","$1,128,360 ",
92648,"Huntington Beach, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,20%,30%,25%,$1.12m - $2.11m,"$1,115,872 ","$2,106,083 ",Yes
92649,"Huntington Beach, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,16%,28%,28%,$883k - $2.10m,"$882,844 ","$2,100,866 ",
92651,"Laguna Beach, CA",California,California,Suburban Yards,Not Very Diverse,Moderate,9%,26%,35%,$2.58m - $5.21m,"$2,582,850 ","$5,209,916 ",Yes
92653,"Laguna Hills, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,15%,29%,24%,$709k - $1.55m,"$708,815 ","$1,554,289 ",
92655,"Midway City, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,14%,29%,19%,$770k - $971k,"$769,520 ","$970,685 ",
92656,"Aliso Viejo, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,17%,32%,17%,$725k - $1.32m,"$725,266 ","$1,317,494 ",Yes
92657,"Newport Coast, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,12%,28%,33%,$1.79m - $5.67m,"$1,792,491 ","$5,673,603 ",Yes
92660,"Newport Beach, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Moderate,13%,26%,24%,$1.59m - $3.32m,"$1,591,625 ","$3,320,165 ",Yes
92661,"Newport Beach, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Moderate,30%,22%,25%,$3.01m - $5.82m,"$3,006,065 ","$5,817,576 ",Yes
92662,"Newport Beach, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Moderate,10%,17%,44%,$3.33m - $4.04m,"$3,328,732 ","$4,041,149 ",Yes
92663,"Newport Beach, CA",California,California,Small Lawn Neighborhoods,Not Very Diverse,Moderate,25%,28%,22%,$1.73m - $4.00m,"$1,726,343 ","$3,996,312 ",
92672,"San Clemente, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,17%,26%,27%,$1.19m - $2.24m,"$1,193,756 ","$2,243,625 ",
92673,"San Clemente, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,9%,29%,24%,$927k - $1.51m,"$927,219 ","$1,505,518 ",
92675,"San Juan Capistrano, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,14%,24%,23%,$719k - $1.82m,"$718,775 ","$1,820,540 ",
92676,"Silverado, CA",California,California,Suburban Yards,Not Very Diverse,Moderate,8%,31%,36%,$833k - $1.62m,"$833,210 ","$1,624,873 ",
92677,"Laguna Niguel, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,15%,27%,29%,$840k - $1.55m,"$839,893 ","$1,553,057 ",
92679,"Trabuco Canyon, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,12%,31%,25%,$782k - $1.45m,"$781,792 ","$1,447,722 ",Yes
92683,"Westminster, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,17%,29%,22%,$753k - $1.02m,"$752,651 ","$1,015,750 ",
92688,"Rancho Santa Margarita, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,18%,31%,17%,$717k - $1.13m,"$717,113 ","$1,133,973 ",Yes
92691,"Mission Viejo, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,16%,29%,22%,$741k - $1.09m,"$741,192 ","$1,094,343 ",
92692,"Mission Viejo, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,12%,27%,28%,$821k - $1.25m,"$820,999 ","$1,247,096 ",
92694,"Ladera Ranch, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,13%,35%,10%,$803k - $1.45m,"$802,607 ","$1,450,755 ",Yes
92701,"Santa Ana, CA",California,California,Urban Apartments / Homes,Diverse,Moderate,21%,27%,11%,$628k - $884k,"$628,118 ","$884,066 ",
92703,"Santa Ana, CA",California,California,Urban Apartments / Homes,Diverse,Moderate,22%,26%,15%,$669k - $819k,"$669,087 ","$819,290 ",
92704,"Santa Ana, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,27%,16%,$600k - $894k,"$600,363 ","$893,933 ",
92705,"Santa Ana, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,17%,25%,22%,$810k - $1.58m,"$809,776 ","$1,575,267 ",
92706,"Santa Ana, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,26%,16%,$804k - $1.08m,"$804,282 ","$1,080,149 ",
92707,"Santa Ana, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,24%,27%,15%,$679k - $862k,"$679,188 ","$861,700 ",
92708,"Fountain Valley, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,16%,26%,25%,$797k - $1.18m,"$797,331 ","$1,182,474 ",
92780,"Tustin, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,27%,17%,$722k - $1.07m,"$721,854 ","$1,070,328 ",
92782,"Tustin, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,16%,32%,20%,$806k - $1.57m,"$806,217 ","$1,571,436 ",Yes
92801,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,23%,26%,14%,$644k - $870k,"$644,447 ","$869,783 ",
92802,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,26%,17%,$680k - $912k,"$679,929 ","$911,858 ",
92804,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,21%,26%,18%,$645k - $887k,"$644,949 ","$886,997 ",
92805,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,24%,27%,14%,$700k - $872k,"$699,750 ","$871,723 ",
92806,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,24%,28%,15%,$663k - $921k,"$663,114 ","$921,406 ",
92807,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,16%,27%,26%,$744k - $1.20m,"$743,687 ","$1,195,217 ",Yes
92808,"Anaheim, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,13%,31%,24%,$773k - $1.30m,"$772,931 ","$1,299,365 ",Yes
92821,"Brea, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,17%,29%,21%,$769k - $1.07m,"$769,404 ","$1,067,951 ",
92831,"Fullerton, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,26%,23%,14%,$717k - $1.20m,"$716,959 ","$1,196,106 ",
92832,"Fullerton, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,22%,26%,17%,$761k - $952k,"$761,368 ","$951,569 ",
92833,"Fullerton, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,19%,28%,20%,$725k - $1.12m,"$724,678 ","$1,115,072 ",Yes
92835,"Fullerton, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,15%,26%,23%,$738k - $1.34m,"$737,507 ","$1,335,628 ",
92840,"Garden Grove, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,27%,20%,$682k - $913k,"$682,066 ","$912,981 ",
92841,"Garden Grove, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,18%,27%,23%,$765k - $934k,"$764,532 ","$933,680 ",
92843,"Garden Grove, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,19%,29%,19%,$672k - $922k,"$671,606 ","$922,164 ",
92844,"Garden Grove, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,19%,28%,22%,$657k - $940k,"$656,540 ","$939,719 ",
92845,"Garden Grove, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,13%,27%,23%,$748k - $993k,"$748,127 ","$992,736 ",Yes
92860,"Norco, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,17%,30%,20%,$647k - $886k,"$646,762 ","$886,096 ",
92861,"Villa Park, CA",California,California,Suburban Yards,Somewhat Diverse,Moderate,7%,24%,30%,$1.24m - $1.82m,"$1,239,740 ","$1,822,665 ",
92865,"Orange, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,22%,28%,19%,$685k - $979k,"$685,247 ","$979,455 ",
92866,"Orange, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,22%,23%,18%,$906k - $981k,"$905,724 ","$981,432 ",
92867,"Orange, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,16%,25%,18%,$838k - $1.22m,"$838,245 ","$1,217,483 ",
92868,"Orange, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,29%,27%,14%,$686k - $906k,"$685,928 ","$905,758 ",
92869,"Orange, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,18%,27%,22%,$757k - $1.22m,"$757,291 ","$1,218,955 ",
92870,"Placentia, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,18%,27%,19%,$711k - $1.04m,"$711,152 ","$1,036,321 ",
92879,"Corona, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,20%,28%,16%,$517k - $725k,"$516,648 ","$724,678 ",
92880,"Corona, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,17%,29%,14%,$627k - $809k,"$627,031 ","$809,203 ",
92881,"Corona, CA",California,California,Suburban Yards,Diverse,Moderate,17%,28%,19%,$566k - $864k,"$566,290 ","$863,519 ",
92882,"Corona, CA",California,California,Small Lawn Neighborhoods,Diverse,Moderate,18%,29%,17%,$539k - $818k,"$539,329 ","$818,237 ",
92883,"Corona, CA",California,California,Suburban Yards,Diverse,Moderate,14%,30%,18%,$610k - $773k,"$609,802 ","$772,687 ",
92886,"Yorba Linda, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,13%,26%,26%,$760k - $1.44m,"$760,309 ","$1,439,103 ",Yes
92887,"Yorba Linda, CA",California,California,Suburban Yards,Diverse,Moderate,13%,26%,29%,$762k - $1.49m,"$761,859 ","$1,488,916 ",Yes
93003,"Ventura, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,26%,22%,$648k - $994k,"$648,391 ","$994,158 ",
93012,"Camarillo, CA",California,California,Suburban Yards,Somewhat Diverse,Liberal,14%,23%,25%,$655k - $1.20m,"$654,996 ","$1,195,319 ",
93013,"Carpinteria, CA",California,California,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,15%,26%,29%,$1.02m - $1.99m,"$1,019,794 ","$1,993,301 ",
93021,"Moorpark, CA",California,California,Suburban Yards,Somewhat Diverse,Liberal,17%,26%,24%,$642k - $1.06m,"$642,496 ","$1,057,918 ",
93022,"Oak View, CA",California,California,Suburban Yards,Not Very Diverse,Liberal,18%,27%,25%,$720k - $1.24m,"$720,300 ","$1,239,465 ",
