TaxType,State,Deduction,RangeMin,RangeMax,RangeTax,LocalTax,Tax
,,,,,,60302,0.00%
,,,,,,60304,0.00%
,,,,,,60305,0.00%
,,,,,,60402,0.00%
,,,,,,60403,0.00%
,,,,,,60404,0.00%
,,,,,,60406,0.00%
,,,,,,60409,0.00%
,,,,,,60410,0.00%
,,,,,,60411,0.00%
,,,,,,60415,0.00%
,,,,,,60417,0.00%
,,,,,,60419,0.00%
,,,,,,60423,0.00%
,,,,,,60425,0.00%
,,,,,,60426,0.00%
,,,,,,60428,0.00%
,,,,,,60429,0.00%
,,,,,,60431,0.00%
,,,,,,60432,0.00%
,,,,,,60433,0.00%
,,,,,,60435,0.00%
,,,,,,60436,0.00%
,,,,,,60438,0.00%
,,,,,,60439,0.00%
,,,,,,60440,0.00%
,,,,,,60441,0.00%
,,,,,,60443,0.00%
,,,,,,60445,0.00%
,,,,,,60446,0.00%
,,,,,,60447,0.00%
,,,,,,60448,0.00%
,,,,,,60451,0.00%
,,,,,,60452,0.00%
,,,,,,60453,0.00%
,,,,,,60455,0.00%
,,,,,,60456,0.00%
,,,,,,60457,0.00%
,,,,,,60458,0.00%
,,,,,,60459,0.00%
,,,,,,60462,0.00%
,,,,,,60463,0.00%
,,,,,,60464,0.00%
,,,,,,60465,0.00%
,,,,,,60467,0.00%
,,,,,,60469,0.00%
,,,,,,60472,0.00%
,,,,,,60473,0.00%
,,,,,,60475,0.00%
,,,,,,60476,0.00%
,,,,,,60477,0.00%
,,,,,,60478,0.00%
,,,,,,60480,0.00%
,,,,,,60482,0.00%
,,,,,,60487,0.00%
,,,,,,60490,0.00%
,,,,,,60491,0.00%
,,,,,,60501,0.00%
,,,,,,60502,0.00%
,,,,,,60503,0.00%
,,,,,,60504,0.00%
,,,,,,60505,0.00%
,,,,,,60506,0.00%
,,,,,,60510,0.00%
,,,,,,60513,0.00%
,,,,,,60514,0.00%
,,,,,,60515,0.00%
,,,,,,60516,0.00%
,,,,,,60517,0.00%
,,,,,,60521,0.00%
,,,,,,60523,0.00%
,,,,,,60525,0.00%
,,,,,,60526,0.00%
,,,,,,60527,0.00%
,,,,,,60532,0.00%
,,,,,,60534,0.00%
,,,,,,60538,0.00%
,,,,,,60540,0.00%
,,,,,,60542,0.00%
,,,,,,60543,0.00%
,,,,,,60544,0.00%
,,,,,,60546,0.00%
,,,,,,60554,0.00%
,,,,,,60555,0.00%
,,,,,,60558,0.00%
,,,,,,60559,0.00%
,,,,,,60561,0.00%
,,,,,,60563,0.00%
,,,,,,60564,0.00%
,,,,,,60565,0.00%
,,,,,,60585,0.00%
,,,,,,60586,0.00%
,,,,,,60601,0.00%
,,,,,,60602,0.00%
,,,,,,60603,0.00%
,,,,,,60604,0.00%
,,,,,,60605,0.00%
,,,,,,60606,0.00%
,,,,,,60607,0.00%
,,,,,,60608,0.00%
,,,,,,60609,0.00%
,,,,,,60610,0.00%
,,,,,,60611,0.00%
,,,,,,60612,0.00%
,,,,,,60613,0.00%
,,,,,,60614,0.00%
,,,,,,60615,0.00%
,,,,,,60616,0.00%
,,,,,,60617,0.00%
,,,,,,60618,0.00%
,,,,,,60619,0.00%
,,,,,,60620,0.00%
,,,,,,60621,0.00%
,,,,,,60622,0.00%
,,,,,,60623,0.00%
,,,,,,60624,0.00%
,,,,,,60625,0.00%
,,,,,,60626,0.00%
,,,,,,60628,0.00%
,,,,,,60629,0.00%
,,,,,,60630,0.00%
,,,,,,60631,0.00%
,,,,,,60632,0.00%
,,,,,,60633,0.00%
,,,,,,60634,0.00%
,,,,,,60636,0.00%
,,,,,,60637,0.00%
,,,,,,60638,0.00%
,,,,,,60639,0.00%
,,,,,,60640,0.00%
,,,,,,60641,0.00%
,,,,,,60642,0.00%
,,,,,,60643,0.00%
,,,,,,60644,0.00%
,,,,,,60645,0.00%
,,,,,,60646,0.00%
,,,,,,60647,0.00%
,,,,,,60649,0.00%
,,,,,,60651,0.00%
,,,,,,60652,0.00%
,,,,,,60653,0.00%
,,,,,,60654,0.00%
,,,,,,60655,0.00%
,,,,,,60656,0.00%
,,,,,,60657,0.00%
,,,,,,60659,0.00%
,,,,,,60660,0.00%
,,,,,,60661,0.00%
,,,,,,60706,0.00%
,,,,,,60707,0.00%
,,,,,,60712,0.00%
,,,,,,60714,0.00%
,,,,,,60803,0.00%
,,,,,,60804,0.00%
,,,,,,60805,0.00%
,,,,,,60827,0.00%
,,,,,,62060,0.00%
,,,,,,62201,0.00%
,,,,,,62206,0.00%
,,,,,,62207,0.00%
,,,,,,62236,0.00%
,,,,,,62239,0.00%
,,,,,,62240,0.00%
,,,,,,63005,0.00%
,,,,,,63010,0.00%
,,,,,,63011,0.00%
,,,,,,63017,0.00%
,,,,,,63021,0.00%
,,,,,,63025,0.00%
,,,,,,63026,0.00%
,,,,,,63038,0.00%
,,,,,,63040,0.00%
,,,,,,63042,0.00%
,,,,,,63043,0.00%
,,,,,,63044,0.00%
,,,,,,63049,0.00%
,,,,,,63052,0.00%
,,,,,,63074,0.00%
,,,,,,63088,0.00%
,,,,,,63103,0.00%
,,,,,,63104,0.00%
,,,,,,63105,0.00%
,,,,,,63108,0.00%
,,,,,,63109,0.00%
,,,,,,63110,0.00%
,,,,,,63111,0.00%
,,,,,,63112,0.00%
,,,,,,63113,0.00%
,,,,,,63114,0.00%
,,,,,,63115,0.00%
,,,,,,63116,0.00%
,,,,,,63117,0.00%
,,,,,,63118,0.00%
,,,,,,63119,0.00%
,,,,,,63120,0.00%
,,,,,,63121,0.00%
,,,,,,63122,0.00%
,,,,,,63123,0.00%
,,,,,,63124,0.00%
,,,,,,63125,0.00%
,,,,,,63126,0.00%
,,,,,,63127,0.00%
,,,,,,63128,0.00%
,,,,,,63129,0.00%
,,,,,,63130,0.00%
,,,,,,63131,0.00%
,,,,,,63132,0.00%
,,,,,,63133,0.00%
,,,,,,63134,0.00%
,,,,,,63135,0.00%
,,,,,,63136,0.00%
,,,,,,63137,0.00%
,,,,,,63139,0.00%
,,,,,,63141,0.00%
,,,,,,63143,0.00%
,,,,,,63144,0.00%
,,,,,,63146,0.00%
,,,,,,63147,0.00%
,,,,,,63301,0.00%
,,,,,,63303,0.00%
,,,,,,63304,0.00%
,,,,,,63366,0.00%
,,,,,,63367,0.00%
,,,,,,63368,0.00%
,,,,,,63376,0.00%
,,,,,,64012,0.00%
,,,,,,64014,0.00%
,,,,,,64015,0.00%
,,,,,,64029,0.00%
,,,,,,64030,0.00%
,,,,,,64050,0.00%
,,,,,,64052,0.00%
,,,,,,64053,0.00%
,,,,,,64054,0.00%
,,,,,,64055,0.00%
,,,,,,64056,0.00%
,,,,,,64057,0.00%
,,,,,,64058,0.00%
,,,,,,64063,0.00%
,,,,,,64064,0.00%
,,,,,,64068,0.00%
,,,,,,64081,0.00%
,,,,,,64082,0.00%
,,,,,,64083,0.00%
,,,,,,64086,0.00%
,,,,,,64089,0.00%
,,,,,,64106,1.00%
,,,,,,64108,1.00%
,,,,,,64109,1.00%
,,,,,,64110,1.00%
,,,,,,64111,1.00%
,,,,,,64112,1.00%
,,,,,,64113,1.00%
,,,,,,64114,1.00%
,,,,,,64116,1.00%
,,,,,,64117,1.00%
,,,,,,64118,1.00%
,,,,,,64119,1.00%
,,,,,,64123,1.00%
,,,,,,64124,1.00%
,,,,,,64125,1.00%
,,,,,,64126,1.00%
,,,,,,64127,1.00%
,,,,,,64128,1.00%
,,,,,,64129,1.00%
,,,,,,64130,1.00%
,,,,,,64131,1.00%
,,,,,,64132,1.00%
,,,,,,64133,1.00%
,,,,,,64134,1.00%
,,,,,,64136,1.00%
,,,,,,64137,1.00%
,,,,,,64138,1.00%
,,,,,,64139,1.00%
,,,,,,64145,1.00%
,,,,,,64146,1.00%
,,,,,,64149,1.00%
,,,,,,64150,0.00%
,,,,,,64151,1.00%
,,,,,,64152,1.00%
,,,,,,64153,1.00%
,,,,,,64154,1.00%
,,,,,,64155,1.00%
,,,,,,64156,1.00%
,,,,,,64157,1.00%
,,,,,,64158,1.00%
,,,,,,64161,1.00%
,,,,,,64163,1.00%
,,,,,,64164,1.00%
,,,,,,64165,1.00%
,,,,,,64166,1.00%
,,,,,,64167,1.00%
,,,,,,66040,0.00%
,,,,,,66044,0.00%
,,,,,,66061,0.00%
,,,,,,66062,0.00%
,,,,,,66085,0.00%
,,,,,,66101,1.00%
,,,,,,66102,1.00%
,,,,,,66103,1.00%
,,,,,,66104,1.00%
,,,,,,66105,1.00%
,,,,,,66106,1.00%
,,,,,,66109,1.00%
,,,,,,66111,1.00%
,,,,,,66112,1.00%
,,,,,,66202,0.00%
,,,,,,66203,0.00%
,,,,,,66204,0.00%
,,,,,,66205,0.00%
,,,,,,66206,0.00%
,,,,,,66207,0.00%
,,,,,,66208,0.00%
,,,,,,66209,0.00%
,,,,,,66210,0.00%
,,,,,,66211,0.00%
,,,,,,66212,0.00%
,,,,,,66213,0.00%
,,,,,,66214,0.00%
,,,,,,66215,0.00%
,,,,,,66216,0.00%
,,,,,,66217,0.00%
,,,,,,66218,0.00%
,,,,,,66219,0.00%
,,,,,,66220,0.00%
,,,,,,66221,0.00%
,,,,,,66223,0.00%
,,,,,,66224,0.00%
,,,,,,66226,0.00%
,,,,,,66227,0.00%
,,,,,,68007,0.00%
,,,,,,68016,0.00%
,,,,,,68022,0.00%
,,,,,,68028,0.00%
,,,,,,68046,0.00%
,,,,,,68059,0.00%
,,,,,,68102,0.00%
,,,,,,68104,0.00%
,,,,,,68105,0.00%
,,,,,,68106,0.00%
,,,,,,68107,0.00%
,,,,,,68108,0.00%
,,,,,,68110,0.00%
,,,,,,68111,0.00%
,,,,,,68112,0.00%
,,,,,,68114,0.00%
,,,,,,68116,0.00%
,,,,,,68117,0.00%
,,,,,,68118,0.00%
,,,,,,68122,0.00%
,,,,,,68123,0.00%
,,,,,,68124,0.00%
,,,,,,68127,0.00%
,,,,,,68128,0.00%
,,,,,,68130,0.00%
,,,,,,68131,0.00%
,,,,,,68132,0.00%
,,,,,,68133,0.00%
,,,,,,68134,0.00%
,,,,,,68135,0.00%
,,,,,,68136,0.00%
,,,,,,68137,0.00%
,,,,,,68138,0.00%
,,,,,,68142,0.00%
,,,,,,68144,0.00%
,,,,,,68147,0.00%
,,,,,,68152,0.00%
,,,,,,68154,0.00%
,,,,,,68157,0.00%
,,,,,,68164,0.00%
,,,,,,70001,0.00%
,,,,,,70002,0.00%
,,,,,,70003,0.00%
,,,,,,70005,0.00%
,,,,,,70006,0.00%
,,,,,,70031,0.00%
,,,,,,70032,0.00%
,,,,,,70037,0.00%
,,,,,,70043,0.00%
,,,,,,70053,0.00%
,,,,,,70056,0.00%
,,,,,,70058,0.00%
,,,,,,70062,0.00%
,,,,,,70065,0.00%
,,,,,,70072,0.00%
,,,,,,70087,0.00%
,,,,,,70094,0.00%
,,,,,,70112,0.00%
,,,,,,70113,0.00%
,,,,,,70114,0.00%
,,,,,,70115,0.00%
,,,,,,70116,0.00%
,,,,,,70117,0.00%
,,,,,,70118,0.00%
,,,,,,70119,0.00%
,,,,,,70121,0.00%
,,,,,,70122,0.00%
,,,,,,70123,0.00%
,,,,,,70124,0.00%
,,,,,,70125,0.00%
,,,,,,70126,0.00%
,,,,,,70127,0.00%
,,,,,,70128,0.00%
,,,,,,70130,0.00%
,,,,,,70131,0.00%
,,,,,,70420,0.00%
,,,,,,70433,0.00%
,,,,,,70447,0.00%
,,,,,,70448,0.00%
,,,,,,70471,0.00%
,,,,,,72701,0.00%
,,,,,,72703,0.00%
,,,,,,72704,0.00%
,,,,,,72712,0.00%
,,,,,,72718,0.00%
,,,,,,72719,0.00%
,,,,,,72730,0.00%
,,,,,,72745,0.00%
,,,,,,72756,0.00%
,,,,,,72758,0.00%
,,,,,,72762,0.00%
,,,,,,72764,0.00%
,,,,,,73003,0.00%
,,,,,,73007,0.00%
,,,,,,73008,0.00%
,,,,,,73012,0.00%
,,,,,,73013,0.00%
,,,,,,73025,0.00%
,,,,,,73026,0.00%
,,,,,,73034,0.00%
,,,,,,73064,0.00%
,,,,,,73065,0.00%
,,,,,,73068,0.00%
,,,,,,73069,0.00%
,,,,,,73071,0.00%
,,,,,,73072,0.00%
,,,,,,73078,0.00%
,,,,,,73093,0.00%
,,,,,,73099,0.00%
,,,,,,73102,0.00%
,,,,,,73103,0.00%
,,,,,,73104,0.00%
,,,,,,73105,0.00%
,,,,,,73106,0.00%
,,,,,,73107,0.00%
,,,,,,73108,0.00%
,,,,,,73109,0.00%
,,,,,,73110,0.00%
,,,,,,73111,0.00%
,,,,,,73112,0.00%
,,,,,,73114,0.00%
,,,,,,73115,0.00%
,,,,,,73116,0.00%
,,,,,,73117,0.00%
,,,,,,73118,0.00%
,,,,,,73119,0.00%
,,,,,,73120,0.00%
,,,,,,73121,0.00%
,,,,,,73122,0.00%
,,,,,,73127,0.00%
,,,,,,73128,0.00%
,,,,,,73129,0.00%
,,,,,,73131,0.00%
,,,,,,73132,0.00%
,,,,,,73134,0.00%
,,,,,,73135,0.00%
,,,,,,73139,0.00%
,,,,,,73141,0.00%
,,,,,,73142,0.00%
,,,,,,73149,0.00%
,,,,,,73151,0.00%
,,,,,,73159,0.00%
,,,,,,73160,0.00%
,,,,,,73162,0.00%
,,,,,,73165,0.00%
,,,,,,73169,0.00%
,,,,,,73170,0.00%
,,,,,,73173,0.00%
,,,,,,73179,0.00%
,,,,,,75001,0.00%
,,,,,,75002,0.00%
,,,,,,75007,0.00%
,,,,,,75009,0.00%
,,,,,,75010,0.00%
,,,,,,75013,0.00%
,,,,,,75019,0.00%
,,,,,,75022,0.00%
,,,,,,75023,0.00%
,,,,,,75024,0.00%
,,,,,,75025,0.00%
,,,,,,75028,0.00%
,,,,,,75032,0.00%
,,,,,,75034,0.00%
,,,,,,75035,0.00%
,,,,,,75038,0.00%
,,,,,,75039,0.00%
,,,,,,75040,0.00%
,,,,,,75041,0.00%
,,,,,,75042,0.00%
,,,,,,75043,0.00%
,,,,,,75044,0.00%
,,,,,,75048,0.00%
,,,,,,75050,0.00%
,,,,,,75051,0.00%
,,,,,,75052,0.00%
,,,,,,75054,0.00%
,,,,,,75056,0.00%
,,,,,,75057,0.00%
,,,,,,75060,0.00%
,,,,,,75061,0.00%
,,,,,,75062,0.00%
,,,,,,75063,0.00%
,,,,,,75065,0.00%
,,,,,,75067,0.00%
,,,,,,75068,0.00%
,,,,,,75069,0.00%
,,,,,,75070,0.00%
,,,,,,75071,0.00%
,,,,,,75074,0.00%
,,,,,,75075,0.00%
,,,,,,75077,0.00%
,,,,,,75078,0.00%
,,,,,,75080,0.00%
,,,,,,75081,0.00%
,,,,,,75082,0.00%
,,,,,,75087,0.00%
,,,,,,75088,0.00%
,,,,,,75089,0.00%
,,,,,,75093,0.00%
,,,,,,75094,0.00%
,,,,,,75098,0.00%
,,,,,,75104,0.00%
,,,,,,75115,0.00%
,,,,,,75116,0.00%
,,,,,,75126,0.00%
,,,,,,75134,0.00%
,,,,,,75137,0.00%
,,,,,,75146,0.00%
,,,,,,75149,0.00%
,,,,,,75150,0.00%
,,,,,,75154,0.00%
,,,,,,75166,0.00%
,,,,,,75180,0.00%
,,,,,,75181,0.00%
,,,,,,75182,0.00%
,,,,,,75189,0.00%
,,,,,,75201,0.00%
,,,,,,75203,0.00%
,,,,,,75204,0.00%
,,,,,,75205,0.00%
,,,,,,75206,0.00%
,,,,,,75208,0.00%
,,,,,,75209,0.00%
,,,,,,75210,0.00%
,,,,,,75211,0.00%
,,,,,,75212,0.00%
,,,,,,75214,0.00%
,,,,,,75215,0.00%
,,,,,,75216,0.00%
,,,,,,75217,0.00%
,,,,,,75218,0.00%
,,,,,,75219,0.00%
,,,,,,75220,0.00%
,,,,,,75223,0.00%
,,,,,,75224,0.00%
,,,,,,75225,0.00%
,,,,,,75226,0.00%
,,,,,,75227,0.00%
,,,,,,75228,0.00%
,,,,,,75229,0.00%
,,,,,,75230,0.00%
,,,,,,75231,0.00%
,,,,,,75232,0.00%
,,,,,,75233,0.00%
,,,,,,75234,0.00%
,,,,,,75235,0.00%
,,,,,,75236,0.00%
,,,,,,75237,0.00%
,,,,,,75238,0.00%
,,,,,,75240,0.00%
,,,,,,75241,0.00%
,,,,,,75243,0.00%
,,,,,,75244,0.00%
,,,,,,75248,0.00%
,,,,,,75249,0.00%
,,,,,,75252,0.00%
,,,,,,75253,0.00%
,,,,,,75254,0.00%
,,,,,,75287,0.00%
,,,,,,75407,0.00%
,,,,,,75454,0.00%
,,,,,,76001,0.00%
,,,,,,76002,0.00%
,,,,,,76006,0.00%
,,,,,,76010,0.00%
,,,,,,76011,0.00%
,,,,,,76012,0.00%
,,,,,,76013,0.00%
,,,,,,76014,0.00%
,,,,,,76015,0.00%
,,,,,,76016,0.00%
,,,,,,76017,0.00%
,,,,,,76018,0.00%
,,,,,,76021,0.00%
,,,,,,76022,0.00%
,,,,,,76034,0.00%
,,,,,,76036,0.00%
,,,,,,76039,0.00%
,,,,,,76040,0.00%
,,,,,,76051,0.00%
,,,,,,76052,0.00%
,,,,,,76053,0.00%
,,,,,,76054,0.00%
,,,,,,76060,0.00%
,,,,,,76063,0.00%
,,,,,,76065,0.00%
,,,,,,76092,0.00%
,,,,,,76102,0.00%
,,,,,,76103,0.00%
,,,,,,76104,0.00%
,,,,,,76105,0.00%
,,,,,,76106,0.00%
,,,,,,76107,0.00%
,,,,,,76108,0.00%
,,,,,,76109,0.00%
,,,,,,76110,0.00%
,,,,,,76111,0.00%
,,,,,,76112,0.00%
,,,,,,76114,0.00%
,,,,,,76115,0.00%
,,,,,,76116,0.00%
,,,,,,76117,0.00%
,,,,,,76118,0.00%
,,,,,,76119,0.00%
,,,,,,76120,0.00%
,,,,,,76123,0.00%
,,,,,,76126,0.00%
,,,,,,76131,0.00%
,,,,,,76132,0.00%
,,,,,,76133,0.00%
,,,,,,76134,0.00%
,,,,,,76135,0.00%
,,,,,,76137,0.00%
,,,,,,76140,0.00%
,,,,,,76148,0.00%
,,,,,,76155,0.00%
,,,,,,76164,0.00%
,,,,,,76177,0.00%
,,,,,,76179,0.00%
,,,,,,76180,0.00%
,,,,,,76182,0.00%
,,,,,,76201,0.00%
,,,,,,76205,0.00%
,,,,,,76207,0.00%
,,,,,,76208,0.00%
,,,,,,76209,0.00%
,,,,,,76210,0.00%
,,,,,,76226,0.00%
,,,,,,76244,0.00%
,,,,,,76248,0.00%
,,,,,,76262,0.00%
,,,,,,77002,0.00%
,,,,,,77003,0.00%
,,,,,,77004,0.00%
,,,,,,77005,0.00%
,,,,,,77006,0.00%
,,,,,,77007,0.00%
,,,,,,77008,0.00%
,,,,,,77009,0.00%
,,,,,,77011,0.00%
,,,,,,77012,0.00%
,,,,,,77013,0.00%
,,,,,,77014,0.00%
,,,,,,77016,0.00%
,,,,,,77017,0.00%
,,,,,,77018,0.00%
,,,,,,77019,0.00%
,,,,,,77020,0.00%
,,,,,,77021,0.00%
,,,,,,77022,0.00%
,,,,,,77023,0.00%
,,,,,,77024,0.00%
,,,,,,77025,0.00%
,,,,,,77026,0.00%
,,,,,,77027,0.00%
,,,,,,77028,0.00%
,,,,,,77029,0.00%
,,,,,,77030,0.00%
,,,,,,77031,0.00%
,,,,,,77032,0.00%
,,,,,,77033,0.00%
,,,,,,77034,0.00%
,,,,,,77035,0.00%
,,,,,,77036,0.00%
,,,,,,77037,0.00%
,,,,,,77038,0.00%
,,,,,,77039,0.00%
,,,,,,77040,0.00%
,,,,,,77041,0.00%
,,,,,,77042,0.00%
,,,,,,77043,0.00%
,,,,,,77045,0.00%
,,,,,,77046,0.00%
,,,,,,77047,0.00%
,,,,,,77048,0.00%
,,,,,,77050,0.00%
,,,,,,77051,0.00%
,,,,,,77053,0.00%
,,,,,,77054,0.00%
,,,,,,77055,0.00%
,,,,,,77056,0.00%
,,,,,,77057,0.00%
,,,,,,77058,0.00%
,,,,,,77059,0.00%
,,,,,,77060,0.00%
,,,,,,77061,0.00%
,,,,,,77062,0.00%
,,,,,,77063,0.00%
,,,,,,77064,0.00%
,,,,,,77065,0.00%
,,,,,,77066,0.00%
,,,,,,77067,0.00%
,,,,,,77068,0.00%
,,,,,,77069,0.00%
,,,,,,77070,0.00%
,,,,,,77071,0.00%
,,,,,,77072,0.00%
,,,,,,77073,0.00%
,,,,,,77074,0.00%
,,,,,,77075,0.00%
,,,,,,77076,0.00%
,,,,,,77077,0.00%
,,,,,,77078,0.00%
,,,,,,77079,0.00%
,,,,,,77080,0.00%
,,,,,,77081,0.00%
,,,,,,77082,0.00%
,,,,,,77083,0.00%
,,,,,,77084,0.00%
,,,,,,77085,0.00%
,,,,,,77086,0.00%
,,,,,,77087,0.00%
,,,,,,77088,0.00%
,,,,,,77089,0.00%
,,,,,,77090,0.00%
,,,,,,77091,0.00%
,,,,,,77092,0.00%
,,,,,,77093,0.00%
,,,,,,77094,0.00%
,,,,,,77095,0.00%
,,,,,,77096,0.00%
,,,,,,77098,0.00%
,,,,,,77099,0.00%
,,,,,,77301,0.00%
,,,,,,77302,0.00%
,,,,,,77304,0.00%
,,,,,,77338,0.00%
,,,,,,77339,0.00%
,,,,,,77345,0.00%
,,,,,,77346,0.00%
,,,,,,77354,0.00%
,,,,,,77362,0.00%
,,,,,,77365,0.00%
,,,,,,77373,0.00%
,,,,,,77375,0.00%
,,,,,,77377,0.00%
,,,,,,77379,0.00%
,,,,,,77380,0.00%
,,,,,,77381,0.00%
,,,,,,77382,0.00%
,,,,,,77384,0.00%
,,,,,,77385,0.00%
,,,,,,77386,0.00%
,,,,,,77388,0.00%
,,,,,,77389,0.00%
,,,,,,77396,0.00%
,,,,,,77401,0.00%
,,,,,,77406,0.00%
,,,,,,77407,0.00%
,,,,,,77429,0.00%
,,,,,,77433,0.00%
,,,,,,77447,0.00%
,,,,,,77449,0.00%
,,,,,,77450,0.00%
,,,,,,77459,0.00%
,,,,,,77469,0.00%
,,,,,,77471,0.00%
,,,,,,77477,0.00%
,,,,,,77478,0.00%
,,,,,,77479,0.00%
,,,,,,77489,0.00%
,,,,,,77493,0.00%
,,,,,,77494,0.00%
,,,,,,77498,0.00%
,,,,,,77504,0.00%
,,,,,,77505,0.00%
,,,,,,77518,0.00%
,,,,,,77539,0.00%
,,,,,,77545,0.00%
,,,,,,77546,0.00%
,,,,,,77547,0.00%
,,,,,,77565,0.00%
,,,,,,77573,0.00%
,,,,,,77578,0.00%
,,,,,,77581,0.00%
,,,,,,77583,0.00%
,,,,,,77584,0.00%
,,,,,,77586,0.00%
,,,,,,77598,0.00%
,,,,,,78108,0.00%
,,,,,,78109,0.00%
,,,,,,78148,0.00%
,,,,,,78154,0.00%
,,,,,,78163,0.00%
,,,,,,78201,0.00%
,,,,,,78202,0.00%
,,,,,,78203,0.00%
,,,,,,78204,0.00%
,,,,,,78205,0.00%
,,,,,,78207,0.00%
,,,,,,78208,0.00%
,,,,,,78209,0.00%
,,,,,,78210,0.00%
,,,,,,78212,0.00%
,,,,,,78213,0.00%
,,,,,,78214,0.00%
,,,,,,78215,0.00%
,,,,,,78216,0.00%
,,,,,,78217,0.00%
,,,,,,78218,0.00%
,,,,,,78219,0.00%
,,,,,,78220,0.00%
,,,,,,78222,0.00%
,,,,,,78223,0.00%
,,,,,,78225,0.00%
,,,,,,78226,0.00%
,,,,,,78227,0.00%
,,,,,,78228,0.00%
,,,,,,78229,0.00%
,,,,,,78230,0.00%
,,,,,,78231,0.00%
,,,,,,78232,0.00%
,,,,,,78233,0.00%
,,,,,,78237,0.00%
,,,,,,78238,0.00%
,,,,,,78239,0.00%
,,,,,,78240,0.00%
,,,,,,78244,0.00%
,,,,,,78247,0.00%
,,,,,,78248,0.00%
,,,,,,78249,0.00%
,,,,,,78250,0.00%
,,,,,,78251,0.00%
,,,,,,78254,0.00%
,,,,,,78255,0.00%
,,,,,,78256,0.00%
,,,,,,78257,0.00%
,,,,,,78258,0.00%
,,,,,,78259,0.00%
,,,,,,78260,0.00%
,,,,,,78261,0.00%
,,,,,,78266,0.00%
,,,,,,78610,0.00%
,,,,,,78613,0.00%
,,,,,,78617,0.00%
,,,,,,78626,0.00%
,,,,,,78628,0.00%
,,,,,,78634,0.00%
,,,,,,78641,0.00%
,,,,,,78645,0.00%
,,,,,,78652,0.00%
,,,,,,78653,0.00%
,,,,,,78660,0.00%
,,,,,,78664,0.00%
,,,,,,78665,0.00%
,,,,,,78669,0.00%
,,,,,,78681,0.00%
,,,,,,78701,0.00%
,,,,,,78702,0.00%
,,,,,,78703,0.00%
,,,,,,78704,0.00%
,,,,,,78705,0.00%
,,,,,,78717,0.00%
,,,,,,78719,0.00%
,,,,,,78721,0.00%
,,,,,,78722,0.00%
,,,,,,78723,0.00%
,,,,,,78724,0.00%
,,,,,,78725,0.00%
,,,,,,78726,0.00%
,,,,,,78727,0.00%
,,,,,,78728,0.00%
,,,,,,78729,0.00%
,,,,,,78730,0.00%
,,,,,,78731,0.00%
,,,,,,78732,0.00%
,,,,,,78733,0.00%
,,,,,,78734,0.00%
,,,,,,78735,0.00%
,,,,,,78736,0.00%
,,,,,,78737,0.00%
,,,,,,78738,0.00%
,,,,,,78739,0.00%
,,,,,,78741,0.00%
,,,,,,78742,0.00%
,,,,,,78744,0.00%
,,,,,,78745,0.00%
,,,,,,78746,0.00%
,,,,,,78747,0.00%
,,,,,,78748,0.00%
,,,,,,78749,0.00%
,,,,,,78750,0.00%
,,,,,,78751,0.00%
,,,,,,78752,0.00%
,,,,,,78753,0.00%
,,,,,,78754,0.00%
,,,,,,78756,0.00%
,,,,,,78757,0.00%
,,,,,,78758,0.00%
,,,,,,78759,0.00%
,,,,,,80002,0.00%
,,,,,,80003,0.00%
,,,,,,80004,0.00%
,,,,,,80005,0.00%
,,,,,,80007,0.00%
,,,,,,80010,0.00%
,,,,,,80011,0.00%
,,,,,,80012,0.00%
,,,,,,80013,0.00%
,,,,,,80014,0.00%
,,,,,,80015,0.00%
,,,,,,80016,0.00%
,,,,,,80017,0.00%
,,,,,,80018,0.00%
,,,,,,80019,0.00%
,,,,,,80020,0.00%
,,,,,,80021,0.00%
,,,,,,80022,0.00%
,,,,,,80023,0.00%
,,,,,,80025,0.00%
,,,,,,80026,0.00%
,,,,,,80027,0.00%
,,,,,,80030,0.00%
,,,,,,80031,0.00%
,,,,,,80033,0.00%
,,,,,,80104,0.00%
,,,,,,80108,0.00%
,,,,,,80109,0.00%
,,,,,,80110,0.00%
,,,,,,80111,0.00%
,,,,,,80112,0.00%
,,,,,,80113,0.00%
,,,,,,80116,0.00%
,,,,,,80120,0.00%
,,,,,,80121,0.00%
,,,,,,80122,0.00%
,,,,,,80123,0.00%
,,,,,,80124,0.00%
,,,,,,80125,0.00%
,,,,,,80126,0.00%
,,,,,,80127,0.00%
,,,,,,80128,0.00%
,,,,,,80129,0.00%
,,,,,,80130,0.00%
,,,,,,80131,0.00%
,,,,,,80134,0.00%
,,,,,,80138,0.00%
,,,,,,80202,0.00%
,,,,,,80203,0.00%
,,,,,,80204,0.00%
,,,,,,80205,0.00%
,,,,,,80206,0.00%
,,,,,,80207,0.00%
,,,,,,80209,0.00%
,,,,,,80210,0.00%
,,,,,,80211,0.00%
,,,,,,80212,0.00%
,,,,,,80214,0.00%
,,,,,,80215,0.00%
,,,,,,80216,0.00%
,,,,,,80218,0.00%
,,,,,,80219,0.00%
,,,,,,80220,0.00%
,,,,,,80221,0.00%
,,,,,,80222,0.00%
,,,,,,80223,0.00%
,,,,,,80224,0.00%
,,,,,,80226,0.00%
,,,,,,80227,0.00%
,,,,,,80228,0.00%
,,,,,,80229,0.00%
,,,,,,80230,0.00%
,,,,,,80231,0.00%
,,,,,,80232,0.00%
,,,,,,80233,0.00%
,,,,,,80234,0.00%
,,,,,,80235,0.00%
